idx,w_struct_jaccard,l_struct_jaccard,delta_struct_jaccard,w_ngram_overlap,l_ngram_overlap,delta_ngram_overlap,w_sycophancy,l_sycophancy,delta_sycophancy,w_correction,l_correction,delta_correction,w_affirm_prefix,l_affirm_prefix
854,0.0000,0.0000,0.0000,0.4545,0.8571,0.4026,0,0,0,0,0,0,0,0
855,0.0000,0.0000,0.0000,0.0059,0.0074,0.0015,0,0,0,0,0,0,0,0
856,0.0000,0.0000,0.0000,0.0154,0.0203,0.0049,0,0,0,0,0,0,0,0
857,0.0000,0.0000,0.0000,0.0347,0.0048,-0.0299,0,0,0,0,0,0,1,1
858,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0,0,0,0,0,0,1,0
859,0.0000,0.0000,0.0000,0.0085,0.0000,-0.0085,0,0,0,0,0,0,1,1
860,0.0000,0.0000,0.0000,0.0546,0.1082,0.0535,0,0,0,0,0,0,0,0
861,0.2500,0.2500,0.0000,0.3146,0.2343,-0.0803,0,1,1,0,0,0,0,0
862,1.0000,0.5000,-0.5000,0.0203,0.8529,0.8327,0,0,0,2,0,2,0,0
863,1.0000,0.5000,-0.5000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
864,0.3333,0.2000,-0.1333,0.0947,0.1097,0.0150,0,0,0,0,0,0,0,0
865,0.0000,1.0000,1.0000,0.0276,0.0000,-0.0276,0,0,0,1,0,1,1,0
866,0.0000,0.0000,0.0000,0.0637,0.1127,0.0490,0,0,0,0,0,0,0,1
867,0.4000,0.4000,0.0000,0.0409,0.1391,0.0983,0,0,0,0,0,0,0,0
868,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
869,0.5000,0.3333,-0.1667,0.0777,0.0058,-0.0719,0,0,0,0,0,0,1,1
870,0.4000,0.2000,-0.2000,0.0772,0.1657,0.0885,0,0,0,0,0,0,0,0
871,0.0000,0.0000,0.0000,0.0184,0.0248,0.0063,2,0,-2,0,0,0,1,0
872,0.3333,0.3333,0.0000,0.0295,0.0456,0.0161,0,0,0,0,0,0,0,0
873,1.0000,0.0000,-1.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
874,1.0000,0.0000,-1.0000,0.1053,0.0235,-0.0817,0,0,0,0,0,0,0,0
875,0.5000,0.6000,0.1000,0.0058,0.0107,0.0049,0,0,0,0,0,0,1,0
876,0.5000,0.4000,-0.1000,0.0203,0.1370,0.1168,0,0,0,0,0,0,0,0
877,0.0000,0.0000,0.0000,0.5000,0.0000,-0.5000,0,0,0,0,0,0,0,0
878,0.0000,1.0000,1.0000,0.0408,0.0000,-0.0408,0,0,0,0,0,0,0,0
879,0.5000,0.2500,-0.2500,0.0640,0.0818,0.0178,0,0,0,1,2,-1,0,0
880,0.0000,0.0000,0.0000,0.0048,0.0028,-0.0020,0,0,0,0,1,-1,0,0
881,0.0000,0.0000,0.0000,0.1101,0.1022,-0.0080,0,0,0,0,0,0,0,0
882,0.0000,0.0000,0.0000,0.1036,0.0126,-0.0909,1,0,-1,0,0,0,0,0
883,1.0000,0.5000,-0.5000,0.0287,0.0686,0.0399,0,0,0,0,0,0,1,1
884,0.0000,0.0000,0.0000,0.1329,0.0662,-0.0667,0,0,0,2,0,2,0,0
885,1.0000,0.3333,-0.6667,0.3091,0.2273,-0.0818,0,0,0,0,0,0,0,0
886,0.0000,1.0000,1.0000,0.0033,0.0000,-0.0033,0,0,0,0,0,0,0,0
887,0.2500,0.2500,0.0000,0.1100,0.1099,-0.0001,0,0,0,0,0,0,0,0
888,0.5000,0.5000,0.0000,0.0139,0.0417,0.0277,0,0,0,1,0,1,0,0
889,0.0000,0.0000,0.0000,0.0000,0.0388,0.0388,0,0,0,0,0,0,0,0
890,0.2000,0.2000,0.0000,0.0235,0.0617,0.0382,0,0,0,0,0,0,0,0
891,0.0000,0.0000,0.0000,0.1297,0.3457,0.2159,0,0,0,0,0,0,0,0
892,0.0000,0.0000,0.0000,0.0735,0.0325,-0.0410,0,0,0,0,0,0,0,0
893,1.0000,0.0000,-1.0000,0.2222,0.9000,0.6778,0,0,0,0,0,0,0,0
894,0.0000,1.0000,1.0000,0.0000,0.0003,0.0003,0,0,0,0,0,0,0,0
895,0.0000,0.0000,0.0000,0.0773,0.1322,0.0549,0,0,0,0,0,0,1,1
896,0.2500,0.5000,0.2500,0.0181,0.0561,0.0379,0,0,0,1,0,1,0,0
897,0.0000,0.0000,0.0000,0.0043,0.0054,0.0011,0,0,0,1,0,1,0,0
898,0.2000,0.4000,0.2000,0.1500,0.0227,-0.1273,0,0,0,0,0,0,1,0
899,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
900,0.0000,0.0000,0.0000,0.0167,0.0038,-0.0130,0,0,0,0,0,0,0,0
901,0.0000,0.0000,0.0000,0.0780,0.1061,0.0280,0,0,0,0,0,0,1,1
902,0.2000,0.2000,0.0000,0.0341,0.0616,0.0275,0,0,0,0,0,0,0,0
903,0.0000,0.0000,0.0000,0.0571,0.1585,0.1014,0,0,0,0,0,0,0,1
904,1.0000,0.3333,-0.6667,0.0580,0.2915,0.2335,0,0,0,0,0,0,1,0
905,0.0000,0.0000,0.0000,0.0000,0.0385,0.0385,0,0,0,0,0,0,0,0
906,0.5000,1.0000,0.5000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
907,0.6000,0.6000,0.0000,0.0384,0.0544,0.0160,0,0,0,0,0,0,0,0
908,0.0000,0.0000,0.0000,0.0145,0.0037,-0.0108,0,0,0,0,0,0,0,0
909,1.0000,0.0000,-1.0000,0.0000,0.0028,0.0028,0,0,0,0,0,0,0,0
910,0.0000,0.0000,0.0000,0.0000,0.6667,0.6667,0,0,0,0,0,0,0,0
911,0.4000,0.4000,0.0000,0.1742,0.1815,0.0073,0,0,0,0,4,-4,0,0
912,1.0000,0.0000,-1.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
913,0.2500,0.6667,0.4167,0.0824,0.0718,-0.0105,0,0,0,1,0,1,0,0
914,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
915,0.0000,0.0000,0.0000,0.6667,0.7500,0.0833,0,0,0,0,0,0,0,0
916,0.0000,0.0000,0.0000,0.0163,0.0314,0.0151,0,0,0,0,0,0,0,1
917,0.0000,0.0000,0.0000,0.1020,0.0337,-0.0683,0,0,0,0,0,0,1,0
918,0.5000,0.6000,0.1000,0.0301,0.1078,0.0777,0,0,0,0,0,0,0,0
919,0.0000,0.0000,0.0000,0.1370,0.1538,0.0169,0,0,0,0,0,0,1,1
920,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
921,0.3333,0.0000,-0.3333,0.1739,0.0000,-0.1739,0,0,0,0,0,0,0,0
922,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
923,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
924,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
925,0.3333,0.0000,-0.3333,0.0114,0.0394,0.0280,0,0,0,0,0,0,0,0
926,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
927,0.6000,0.4000,-0.2000,0.2295,0.4000,0.1705,0,0,0,0,0,0,1,0
928,0.0000,0.0000,0.0000,0.1388,0.0863,-0.0524,0,0,0,0,0,0,0,0
929,0.0000,0.0000,0.0000,0.0505,0.0712,0.0206,0,0,0,0,0,0,1,1
930,0.6667,0.0000,-0.6667,0.0545,1.0000,0.9455,0,0,0,0,0,0,0,0
931,0.0000,0.0000,0.0000,0.0412,0.0725,0.0312,0,0,0,0,1,-1,0,0
932,0.0000,0.0000,0.0000,0.0986,0.0244,-0.0742,0,0,0,0,0,0,0,0
933,1.0000,1.0000,0.0000,0.0857,0.0566,-0.0291,0,0,0,0,0,0,0,0
934,0.3333,0.0000,-0.3333,0.0000,0.0000,0.0000,0,0,0,0,0,0,1,0
935,0.4000,0.4000,0.0000,0.0113,0.0000,-0.0113,0,0,0,0,0,0,0,0
936,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
937,0.4000,0.4000,0.0000,0.0654,0.0596,-0.0059,0,0,0,0,0,0,0,0
938,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,1
939,0.0000,0.0000,0.0000,0.1386,0.3493,0.2107,0,0,0,0,0,0,0,0
940,0.0000,0.0000,0.0000,0.0459,0.1322,0.0864,0,0,0,0,0,0,0,1
941,1.0000,1.0000,0.0000,0.0606,0.0000,-0.0606,0,0,0,0,0,0,0,0
942,1.0000,0.0000,-1.0000,0.0000,0.0235,0.0235,0,0,0,0,0,0,0,0
943,0.2000,0.2000,0.0000,0.1075,0.1000,-0.0075,0,0,0,0,0,0,1,1
944,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
945,0.0000,1.0000,1.0000,0.0031,0.0256,0.0226,0,0,0,1,0,1,0,0
946,0.2500,0.2500,0.0000,0.0544,0.1238,0.0695,2,0,-2,1,1,0,0,0
947,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
948,0.0000,0.3333,0.3333,0.0417,0.0284,-0.0133,0,0,0,0,0,0,0,0
949,0.0000,0.2500,0.2500,0.1176,0.1778,0.0601,0,0,0,0,0,0,0,0
950,0.2500,0.3333,0.0833,0.0207,0.1304,0.1097,0,0,0,0,0,0,0,0
951,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
952,1.0000,1.0000,0.0000,0.0411,0.9720,0.9309,0,0,0,1,2,-1,0,0
953,0.0000,0.0000,0.0000,0.0000,0.0036,0.0036,0,0,0,0,8,-8,0,0
954,0.5000,0.3333,-0.1667,0.0682,0.0159,-0.0523,0,0,0,0,0,0,0,1
955,0.4000,0.3333,-0.0667,0.0424,0.0240,-0.0184,0,0,0,0,0,0,0,0
956,0.0000,0.0000,0.0000,0.1575,0.1617,0.0041,0,0,0,0,0,0,0,0
957,0.0000,0.0000,0.0000,0.3600,0.5385,0.1785,0,0,0,0,0,0,0,0
958,0.3333,0.2500,-0.0833,0.1429,0.1905,0.0476,0,0,0,0,0,0,0,0
959,0.5000,0.5000,0.0000,0.0101,0.0471,0.0370,0,0,0,1,0,1,0,0
960,0.0000,1.0000,1.0000,0.0588,0.5000,0.4412,0,0,0,0,0,0,0,0
961,1.0000,0.0000,-1.0000,0.0000,0.1803,0.1803,0,0,0,0,0,0,0,0
962,0.0000,0.0000,0.0000,0.5714,0.8519,0.2804,0,0,0,0,0,0,0,0
963,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,1,-1,0,0
964,0.3333,0.3333,0.0000,0.0000,0.0041,0.0041,1,0,-1,0,1,-1,1,1
965,0.0000,0.0000,0.0000,0.0204,0.0075,-0.0129,0,0,0,0,0,0,1,1
966,0.0000,0.0000,0.0000,0.0396,0.0902,0.0506,0,0,0,0,1,-1,1,1
967,0.5000,0.0000,-0.5000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
968,1.0000,1.0000,0.0000,0.0000,0.0132,0.0132,0,0,0,0,0,0,0,0
969,0.3333,0.4000,0.0667,0.0042,0.0098,0.0056,0,0,0,0,0,0,0,0
970,0.0000,1.0000,1.0000,0.0249,0.0000,-0.0249,0,0,0,0,0,0,0,0
971,0.0000,0.0000,0.0000,0.0649,0.0000,-0.0649,0,0,0,0,0,0,1,0
972,0.4000,0.5000,0.1000,0.0302,0.1564,0.1263,0,0,0,0,0,0,0,0
973,0.3333,0.3333,0.0000,0.0000,0.9286,0.9286,0,0,0,0,0,0,0,0
974,0.4000,0.2000,-0.2000,0.0825,0.1015,0.0191,0,0,0,0,1,-1,0,0
975,0.0000,0.0000,0.0000,0.0070,0.0121,0.0051,0,0,0,0,0,0,0,0
976,0.4000,0.4000,0.0000,0.0285,0.0556,0.0270,0,0,0,1,0,1,0,1
977,0.0000,0.0000,0.0000,0.0121,0.0185,0.0064,0,0,0,0,0,0,0,0
978,0.3333,0.3333,0.0000,0.0968,0.3706,0.2739,0,0,0,0,0,0,1,0
979,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
980,0.0000,0.0000,0.0000,0.0538,0.0197,-0.0341,0,0,0,0,2,-2,0,0
981,0.0000,0.0000,0.0000,0.0909,0.0733,-0.0176,0,0,0,0,0,0,0,0
982,0.5000,0.5000,0.0000,0.0122,0.7500,0.7378,0,0,0,0,0,0,0,0
983,0.0000,1.0000,1.0000,0.2340,0.0000,-0.2340,0,0,0,0,0,0,0,0
984,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0,0,0,0,0,0,0,0
985,0.4000,0.4000,0.0000,0.0069,0.0476,0.0407,0,0,0,0,0,0,1,0
986,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0,0
987,0.3333,0.3333,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,1,1
988,0.0000,0.0000,0.0000,0.0000,0.4167,0.4167,0,0,0,0,0,0,0,0
989,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0,0,0,1,0,1,0,0
990,0.1667,0.2000,0.0333,0.1339,0.1064,-0.0275,0,0,0,0,0,0,1,1
991,0.2000,0.2500,0.0500,0.0654,0.0506,-0.0149,0,0,0,0,0,0,1,1
992,0.0000,1.0000,1.0000,0.0000,0.4397,0.4397,0,0,0,0,1,-1,0,0
993,0.2000,0.6667,0.4667,0.0217,0.0551,0.0334,0,0,0,0,0,0,0,0
994,0.2500,0.2500,0.0000,0.0962,0.1003,0.0041,0,0,0,0,1,-1,0,0
995,0.6667,0.5000,-0.1667,0.1227,0.1927,0.0700,0,0,0,0,0,0,0,0
996,0.5000,0.5000,0.0000,0.0902,0.1290,0.0388,0,0,0,0,0,0,0,0
997,0.0000,0.0000,0.0000,0.0081,0.0330,0.0248,0,0,0,0,0,0,0,1
998,0.4000,0.5000,0.1000,0.1351,0.2340,0.0989,0,0,0,0,0,0,1,1
999,1.0000,1.0000,0.0000,0.0539,0.1747,0.1208,0,0,0,1,0,1,0,0
